,ORDER_NO,PRODUCT_CODE,ORDER_TYPE,TRANSFER_TYPE,MAIN_SOURCE,TRANSACTION_ID,TRANSACTION_TYPE,TRANSACTION_DATE,PENDING_TRANSACTION_TYPE,average_days,NEXT_TRXN_DATE_FORECAST
1897,2024-10-515  ,4D0807300,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,4.333333333333333,2024-03-17
1898,2024-8-555   ,4M0698231A,Stok,Kamyon,VOLKSWAGEN A.G.,536236996.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.5,2024-03-19
1899,2024-10-538  ,5G0945095P,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,2.0,2024-03-13
1900,2024-10-629  ,5Q0121251HQ,Acil,Kamyon,VOLKSWAGEN A.G.,536094127.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.6666666666666667,2024-03-19
1901,2024-10-629  ,5Q0121251HQ,Acil,Kamyon,VOLKSWAGEN A.G.,536094127.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.6666666666666667,2024-03-19
1902,2024-10-632  ,5Q0698151AH,Acil,Kamyon,VOLKSWAGEN A.G.,536094028.0000000000,Fatura Antrepo girişi,2024-03-15,Fatura Antrepo girişi,1.5,2024-03-19
1903,2024-11-721  ,8U0853959Q 4U8,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-11,Faturalandırıldı,2.0,2024-03-16
1904,2024-6-25    ,2535366,Stok,Kamyon,SCANIA CV AB,536093945.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,0.0,2024-03-15
1905,2024-8-555   ,03L105701G GLB,Stok,Kamyon,VOLKSWAGEN A.G.,536236834.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.0,2024-03-18
1906,2024-10-547  ,05L903305E,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-12,Fatura Antrepo girişi,1.5555555555555556,2024-03-15
1907,2024-10-547  ,05L903305E,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-12,Gönderildi,0.0,2024-03-12
1908,2024-10-506  ,1J0973752,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-04,Faturalandırıldı,6.0,2024-03-19
1909,2024-9-645   ,2HJ857522,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,4.0,2024-03-15
1910,2024-10-545  ,5H0121284A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,3.0,2024-03-15
1911,2024-11-635  ,5K0853343  H81,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
1912,2024-11-635  ,6R0857537B GRU,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
1913,2024-10-529  ,V03839310PE,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,3.0,2024-03-15
1914,2024-3-535   ,WHT004917,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-19,Faturalandırıldı,21.0,2024-03-11
1915,2024-6-39    ,1433183,Stok,Kamyon,SCANIA CV AB,536093832.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.6666666666666667,2024-03-19
1916,2024-8-26    ,2055972,Stok,Kamyon,SCANIA CV AB,536093870.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.3333333333333333,2024-03-18
1917,2024-2-778   ,1K0412303H,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-01-12,Fatura Antrepo girişi,3.0,2024-01-19
1918,2024-5-823   ,2K3407271B,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,7.0,2024-02-23
1919,2024-10-545  ,4K0853631  T94,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.666666666666667,2024-03-19
1920,2024-9-636   ,5WA131971,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,5.333333333333333,2024-03-18
1921,2024-9-636   ,7E0809961F,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,2.0,2024-03-06
1922,2024-8-563   ,81A853643E GRU,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-23,Faturalandırıldı,8.25,2024-03-14
1923,2024-8-563   ,8K0513353E,Stok,Kamyon,VOLKSWAGEN A.G.,536236769.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.25,2024-03-19
1924,2024-5-531   ,G  052738A4,Stok,Kamyon,VOLKSWAGEN A.G.,534385028.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-26,DS Depo Kabul - Yerleştirme Alanına,2.3333333333333335,2024-03-03
1925,2024-9-771   ,G  12E100A9,Çok Acil,Kamyon (G2),VOLKSWAGEN A.G.,536238300.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
1926,2024-9-771   ,G  12E100A9,Çok Acil,Kamyon (G2),VOLKSWAGEN A.G.,536238300.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
1927,2024-9-771   ,G  12E100A9,Çok Acil,Kamyon (G2),VOLKSWAGEN A.G.,536238300.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
1928,2024-9-771   ,G  12E100A9,Çok Acil,Kamyon (G2),VOLKSWAGEN A.G.,536238300.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
1929,2024-9-771   ,G  12E100A9,Çok Acil,Kamyon (G2),VOLKSWAGEN A.G.,536238300.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
1930,2024-9-771   ,G  12E100A9,Çok Acil,Kamyon (G2),VOLKSWAGEN A.G.,536238300.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
1931,2024-9-526   ,WHT002665,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Fatura Antrepo girişi,5.5,2024-03-19
1932,2024-6-303   ,5FF853718G 9DG,Acil,Kamyon,SEAT,534251397.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-23,DS Depo Kabul - Yerleştirme Alanına,1.0,2024-02-26
1933,2024-10-304  ,5FG863011ABLOE,Acil,Kamyon,SEAT,3.0000000000,Gönderildi,2024-03-13,Gönderildi,-4.5,2024-03-01
1934,2024-10-304  ,5FG863011ABLOE,Acil,Kamyon,SEAT,3.0000000000,Gönderildi,2024-03-13,Fatura Antrepo girişi,0.0,2024-03-13
1935,2024-10-304  ,5FG863011ABLOE,Acil,Kamyon,SEAT,3.0000000000,Gönderildi,2024-03-13,Gönderildi,-4.5,2024-03-01
1936,2024-10-304  ,5FG863011ABLOE,Acil,Kamyon,SEAT,3.0000000000,Gönderildi,2024-03-13,Fatura Antrepo girişi,0.0,2024-03-13
1937,2024-10-304  ,5FG863011ABLOE,Acil,Kamyon,SEAT,3.0000000000,Gönderildi,2024-03-13,Gönderildi,-4.5,2024-03-01
1938,2024-10-304  ,5FG863011ABLOE,Acil,Kamyon,SEAT,3.0000000000,Gönderildi,2024-03-13,Fatura Antrepo girişi,0.0,2024-03-13
1939,2024-10-545  ,2H6837402B,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.5,2024-03-19
1940,2024-9-790   ,2HJ807787B,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,4.0,2024-03-11
1941,2024-9-542   ,2K7843654F,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,7.0,2024-03-18
1942,2024-11-660  ,5Q0513049CR,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-17,Faturalandırıldı,1.0,2024-03-19
1943,2024-11-654  ,5QF121049AT,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
1944,2024-10-633  ,JZW819653F,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Gönderildi,-0.5,2024-03-09
1945,2024-10-633  ,JZW819653F,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Fatura Antrepo girişi,2.0,2024-03-16
1946,2024-10-633  ,JZW819653F,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Gönderildi,-0.5,2024-03-09
1947,2024-10-633  ,JZW819653F,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Fatura Antrepo girişi,2.0,2024-03-16
1948,2024-10-633  ,JZW819653F,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Gönderildi,-0.5,2024-03-09
1949,2024-10-633  ,JZW819653F,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Fatura Antrepo girişi,2.0,2024-03-16
1950,2024-10-633  ,JZW819653F,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Gönderildi,-0.5,2024-03-09
1951,2024-10-633  ,JZW819653F,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Fatura Antrepo girişi,2.0,2024-03-16
1952,2024-11-303  ,575853072B 9B9,Acil,Kamyon,SEAT,1.0000000000,Sipariş,2024-03-11,Faturalandırıldı,3.0,2024-03-18
1953,2024-7-501   ,5FF805588A,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-02-12,Faturalandırıldı,9.5,2024-03-06
1954,2024-9-645   ,03L141032G,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,4.0,2024-03-15
1955,2024-8-555   ,059130519,Stok,Kamyon,VOLKSWAGEN A.G.,536255407.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.2857142857142857,2024-03-19
1956,2024-10-525  ,070103499,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,2.0,2024-03-12
1957,2024-9-542   ,2G7807287  9B9,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Fatura Antrepo girişi,3.6,2024-03-15
1958,2024-9-542   ,2G7807287  9B9,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Gönderildi,0.0,2024-03-06
1959,2024-8-648   ,2HJ807490D,Acil,Kamyon,VOLKSWAGEN A.G.,535356285.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-07,DS Depo Kabul - Yerleştirme Alanına,2.0,2024-03-12
1960,2024-9-607   ,2HJ807490D,Acil,Kamyon,VOLKSWAGEN A.G.,535382682.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-07,DS Depo Kabul - Yerleştirme Alanına,2.0,2024-03-12
1961,2024-11-654  ,2K0853515E 9B9,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
1962,2024-2-661   ,2K5807109,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-12,Faturalandırıldı,8.0,2024-02-01
1963,2024-10-510  ,4M0121081BK,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Fatura Antrepo girişi,4.0,2024-03-18
1964,2024-8-536   ,5NA853688H DPJ,Stok,Kamyon,VOLKSWAGEN A.G.,536246597.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.2,2024-03-19
1965,2024-8-563   ,8V0839885,Stok,Kamyon,VOLKSWAGEN A.G.,536236864.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.0,2024-03-18
1966,2024-10-546  ,8V5807184,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.0,2024-03-18
1967,2024-8-560   ,V03839900QJ,Stok,Kamyon,VOLKSWAGEN A.G.,536094262.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.0,2024-03-18
1968,2024-5-43    ,2264830,Stok,Kamyon,SCANIA CV AB,1.0000000000,Sipariş,2024-01-30,Faturalandırıldı,15.0,2024-03-07
1969,2024-7-23    ,2660919,Stok,Kamyon,SCANIA CV AB,1.0000000000,Sipariş,2024-02-13,Faturalandırıldı,13.5,2024-03-17
1970,2024-9-643   ,000915105CB,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,1.0,2024-03-03
1971,2024-9-645   ,03C115175,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,4.5,2024-03-16
1972,2024-9-538   ,04E906262BD,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Fatura Antrepo girişi,3.5,2024-03-16
1973,2024-9-636   ,059903341J,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,5.0,2024-03-17
1974,2024-4-721   ,0AX409180,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-22,Faturalandırıldı,2.0,2024-01-27
1975,2024-11-786  ,0CK300044  001,Çok Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
1976,2024-8-546   ,3B0853675AN739,Stok,Kamyon,VOLKSWAGEN A.G.,536236886.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.0,2024-03-18
1977,2024-8-532   ,3G0853209  2ZZ,Stok,Kamyon,VOLKSWAGEN A.G.,536236740.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.5,2024-03-19
1978,2024-1-564   ,5Q0121251HQ,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-05,Faturalandırıldı,5.0,2024-01-17
1979,2024-1-501   ,5WA121251M,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-02,Faturalandırıldı,19.0,2024-02-18
1980,2024-9-545   ,7LA601147  1ZX,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-13,Gönderildi,0.0,2024-03-13
1981,2024-8-569   ,80A907355K,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-23,Faturalandırıldı,6.0,2024-03-09
1982,2024-10-741  ,8K0117021B,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Fatura Antrepo girişi,1.0,2024-03-08
1983,2024-11-624  ,8W0919087L,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-13,Faturalandırıldı,1.0,2024-03-15
1984,2024-8-575   ,WHT004982,Stok,Kamyon,VOLKSWAGEN A.G.,536265507.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
1985,2024-10-8    ,2332998,Stok,Kamyon,SCANIA CV AB,1.0000000000,Sipariş,2024-03-04,Faturalandırıldı,3.0,2024-03-11
1986,2024-11-9    ,2332998,Stok,Kamyon,SCANIA CV AB,1.0000000000,Sipariş,2024-03-11,Faturalandırıldı,3.0,2024-03-18
1987,2024-7-37    ,2659264,Stok,Kamyon,SCANIA CV AB,536093863.0000000000,Fatura Antrepo girişi,2024-03-15,DS Depo Kabul - Yerleştirme Aracına,0.75,2024-03-17
1988,2024-7-37    ,2659264,Stok,Kamyon,SCANIA CV AB,536093863.0000000000,Fatura Antrepo girişi,2024-03-15,Fatura Antrepo girişi,0.2903225806451613,2024-03-16
1989,2024-7-37    ,2659264,Stok,Kamyon,SCANIA CV AB,536093863.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,0.6571428571428571,2024-03-17
1990,2024-8-574   ,038115611N,Stok,Kamyon,VOLKSWAGEN A.G.,535618830.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-11,DS Depo Kabul - Yerleştirme Alanına,0.6666666666666666,2024-03-13
1991,2024-7-600   ,038115611N,Stok,Kamyon,VOLKSWAGEN A.G.,535616257.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-11,DS Depo Kabul - Yerleştirme Alanına,0.6666666666666666,2024-03-13
1992,2024-10-525  ,03D903305F,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,4.0,2024-03-17
1993,2024-1-605   ,03L115105B,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-02,Faturalandırıldı,12.0,2024-02-01
1994,2024-11-783  ,06E105701S GLB,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
1995,2024-9-543   ,06L109675C,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,7.0,2024-03-18
1996,2024-2-770   ,2G0919399  GRU,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-01-12,Fatura Antrepo girişi,1.0,2024-01-14
1997,2024-5-823   ,2H6821101,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,3.0,2024-02-13
1998,2024-2-770   ,2N1121079A,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-01-12,Fatura Antrepo girişi,1.0,2024-01-14
1999,2024-8-563   ,2Q0423810D,Stok,Kamyon,VOLKSWAGEN A.G.,536250963.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.5,2024-03-19
2000,2024-10-629  ,2Q0423812,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,2.6666666666666665,2024-03-13
2001,2024-11-635  ,5H0927225  UYM,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
2002,2024-8-511   ,6C0807109A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-19,Faturalandırıldı,9.333333333333334,2024-03-13
2003,2024-8-573   ,7H0829621  9B9,Stok,Kamyon,VOLKSWAGEN A.G.,536237169.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.0,2024-03-18
2004,2024-11-635  ,8W6821132B,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.6666666666666667,2024-03-18
2005,2024-10-629  ,8W6853651BJT94,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,3.5,2024-03-15
2006,2024-5-712   ,D  476KD3M2,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,6.0,2024-02-21
2007,2024-5-842   ,D  476KD3M2,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,6.0,2024-02-21
2008,2024-11-638  ,JZW698151AS,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
2009,2024-10-529  ,V03839037BG,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.0,2024-03-18
2010,2024-9-527   ,V03839037BG,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,4.0,2024-03-11
2011,2024-11-25   ,2326138,Stok,Kamyon,SCANIA CV AB,1.0000000000,Sipariş,2024-03-12,Faturalandırıldı,3.0,2024-03-19
2012,2024-5-43    ,2655853,Stok,Kamyon,SCANIA CV AB,533576230.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-16,DS Depo Kabul - Yerleştirme Alanına,1.0,2024-02-18
2013,2024-3-37    ,2655853,Stok,Kamyon,SCANIA CV AB,533567879.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-16,DS Depo Kabul - Yerleştirme Alanına,1.0,2024-02-18
2014,2024-2-501   ,5F0807568A 9B9,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-01-08,Faturalandırıldı,24.0,2024-03-08
2015,2024-2-770   ,2N0864147A 82V,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-01-12,Fatura Antrepo girişi,1.0,2024-01-14
2016,2024-9-526   ,4H1837885,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-29,Faturalandırıldı,6.333333333333333,2024-03-15
2017,2024-8-574   ,4K0407151B,Stok,Kamyon,VOLKSWAGEN A.G.,536255502.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.3333333333333333,2024-03-19
2018,2024-9-538   ,5QD951223,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,7.0,2024-03-18
2019,2024-10-506  ,7P0972725A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-04,Faturalandırıldı,5.5,2024-03-17
2020,2024-10-547  ,81A951230A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,3.0,2024-03-15
2021,2024-4-547   ,8K0807081D 9B9,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-26,Faturalandırıldı,20.0,2024-03-16
2022,2024-11-635  ,8X4833405A,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
2023,2024-11-635  ,8Y0857755  MNB,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
2024,2024-11-625  ,JZW513025E,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-13,Faturalandırıldı,2.6666666666666665,2024-03-19
2025,2024-7-675   ,JZW998002M,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-16,Faturalandırıldı,5.0,2024-02-28
2026,2024-11-802  ,5FA959752ABAIF,Anahtar,Express Uçak,SEAT,1.0000000000,Sipariş,2024-03-13,Faturalandırıldı,2.6363636363636362,2024-03-19
2027,2024-5-518   ,059121075CH,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-01,Faturalandırıldı,2.0,2024-02-06
2028,2024-9-532   ,1K0407621F,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,7.25,2024-03-19
2029,2024-2-544   ,2K7807651,Stok,Kamyon,VOLKSWAGEN A.G.,532551585.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-05,DS Depo Kabul - Yerleştirme Alanına,3.0,2024-02-13
2030,2024-9-542   ,3AB423061M,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,6.0,2024-03-16
2031,2024-11-611  ,3G0807217K GRU,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-13,Gönderildi,-0.5,2024-03-11
2032,2024-8-555   ,6C0915181A,Stok,Kamyon,VOLKSWAGEN A.G.,536236734.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.0,2024-03-18
2033,2024-7-675   ,7C0807109F,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-16,Faturalandırıldı,7.666666666666667,2024-03-06
2034,2024-2-661   ,7C0807109F,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-12,Faturalandırıldı,7.666666666666667,2024-01-31
2035,2024-11-654  ,8U0805607A,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
2036,2024-4-707   ,8Y0857706H 041,Çok Acil,Express Kamyon TSEli 2,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,5.5,2024-02-19
2037,2024-5-764   ,8Y0857706H 041,Çok Acil,Express Kamyon TSEli 2,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,5.5,2024-02-19
2038,2024-6-705   ,8Y0857706H 041,Çok Acil,Express Kamyon TSEli 2,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,5.5,2024-02-19
2039,2024-7-583   ,ASE40151702000,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-16,Faturalandırıldı,8.666666666666666,2024-03-08
2040,2024-8-560   ,ASE40151702000,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-23,Faturalandırıldı,8.666666666666666,2024-03-15
2041,2024-7-640   ,G  055532A2,Acil,Kamyon,VOLKSWAGEN A.G.,534386692.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-26,DS Depo Kabul - Yerleştirme Alanına,2.0,2024-03-02
2042,2024-5-543   ,045103493D,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-02,Faturalandırıldı,13.0,2024-03-05
